store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source
l605,,https://www.aldi.us/stores/l/ct/bristol/110-middle-st/l605,ALDI 110 Middle St.,open,110 Middle St.,Bristol,,Connecticut,CT,06010,US,41.6665,-72.9222,America/New_York,,,,09,09003,09003405500,090034055001005,,,ceo,census
l604,,https://www.aldi.us/stores/l/ct/new-haven/480-foxon-boulevard/l604,ALDI 480 Foxon Boulevard,open,480 Foxon Boulevard,New Haven,,Connecticut,CT,06513,US,41.3205,-72.87,America/New_York,,,,09,09009,09009142601,090091426011000,,,ceo,census
l606,,https://www.aldi.us/stores/l/ct/west-haven/535-saw-mill-rd/l606,ALDI 535 Saw Mill Rd,open,535 Saw Mill Rd,West Haven,,Connecticut,CT,06516,US,41.2685,-72.9785,America/New_York,,,,09,09009,09009154200,090091542001013,,,ceo,census
l609,,https://www.aldi.us/stores/l/ny/stony-point/156-south-liberty-drive/l609,ALDI 156 South Liberty Drive,open,156 South Liberty Drive,Stony Point,,New York,NY,10980,US,41.2176,-73.9845,America/New_York,,,,36,36087,36087010102,360870101022008,35620,408,ceo,census
l614,,https://www.aldi.us/stores/l/ny/wappingers-falls/1830-south-road/l614,ALDI 1830 South Road,open,1830 South Road,Wappingers Falls,,New York,NY,12590,US,41.6164,-73.9153,America/New_York,,,,36,36027,36027140700,360271407001007,28880,408,ceo,census
l610,,https://www.aldi.us/stores/l/ct/milford/238-boston-post-road/l610,ALDI 238 Boston Post Road,open,238 Boston Post Road,Milford,,Connecticut,CT,06460,US,41.2217,-73.0744,America/New_York,,,,09,09009,09009150600,090091506002015,,,ceo,fcc
l611,,https://www.aldi.us/stores/l/ct/waterbury/62-chase-ave/l611,ALDI 62 Chase Ave,open,62 Chase Ave,Waterbury,,Connecticut,CT,06704,US,41.5796,-73.0307,America/New_York,,,,09,09009,09009352500,090093525002013,,,ceo,census
l613,,https://www.aldi.us/stores/l/ct/new-britain/693-farmington-avenue/l613,ALDI 693 Farmington Avenue,open,693 Farmington Avenue,New Britain,,Connecticut,CT,06053,US,41.6967,-72.7911,America/New_York,,,,09,09003,09003417500,090034175003016,,,ceo,census
l612,,https://www.aldi.us/stores/l/ct/west-hartford/511-new-park-avenue/l612,ALDI 511 New Park Avenue,open,511 New Park Avenue,West Hartford,,Connecticut,CT,06110,US,41.7393,-72.7193,America/New_York,,,,09,09003,09003496100,090034961002003,,,ceo,census
l615,,https://www.aldi.us/stores/l/ny/newburgh/13-rte-17k/l615,ALDI 13 Rte 17K,open,13 Rte 17K,Newburgh,,New York,NY,12550,US,41.5029,-74.052,America/New_York,,,,36,36071,36071010400,360710104003010,28880,408,ceo,census
l616,,https://www.aldi.us/stores/l/ma/worcester/500-lincoln-street/l616,ALDI 500 Lincoln Street,open,500 Lincoln Street,Worcester,,Massachusetts,MA,01605,US,42.2949,-71.7744,America/New_York,,,,25,25027,25027730401,250277304014000,49340,148,ceo,census
l618,,https://www.aldi.us/stores/l/ma/leominster/241-new-lancaster-road/l618,ALDI 241 New Lancaster Road,open,241 New Lancaster Road,Leominster,,Massachusetts,MA,01453,US,42.498,-71.731,America/New_York,,,,25,25027,25027709204,250277092041009,49340,148,ceo,census
l620,,https://www.aldi.us/stores/l/ma/milford/225-east-main-street/l620,ALDI 225 East Main Street,open,225 East Main Street,Milford,,Massachusetts,MA,01757,US,42.1508,-71.4985,America/New_York,,,,25,25027,25027744202,250277442023009,49340,148,ceo,census
l619,,https://www.aldi.us/stores/l/ct/rocky-hill/1863-silas-deane-highway/l619,ALDI 1863 Silas Deane Highway,open,1863 Silas Deane Highway,Rocky Hill,,Connecticut,CT,06067,US,41.6768,-72.6514,America/New_York,,,,09,09003,09003490100,090034901004010,,,ceo,census
l621,,https://www.aldi.us/stores/l/ma/medford/630-fellsway/l621,ALDI 630 Fellsway,open,630 Fellsway,Medford,,Massachusetts,MA,02155,US,42.4071,-71.0836,America/New_York,,,,25,25017,25017339802,250173398021005,14460,148,ceo,census
l633,,https://www.aldi.us/stores/l/nh/derry/30-manchester-road/l633,ALDI 30 Manchester Road,open,30 Manchester Road,Derry,,New Hampshire,NH,03038,US,42.8969,-71.332,America/New_York,,,,33,33015,33015003400,330150034004000,14460,148,ceo,census
l629,,https://www.aldi.us/stores/l/ma/plymouth/246-colony-place/l629,ALDI 246 Colony Place,open,246 Colony Place,Plymouth,,Massachusetts,MA,02360,US,41.9502,-70.716,America/New_York,,,,25,25023,25023530802,250235308024018,14460,148,ceo,census
l636,,https://www.aldi.us/stores/l/nh/keene/478-west-street/l636,ALDI 478 West Street,open,478 West Street,Keene,,New Hampshire,NH,03431,US,42.9337,-72.2967,America/New_York,,,,33,33005,33005971402,330059714021006,28300,313,ceo,census
l631,,https://www.aldi.us/stores/l/nh/manchester/1111-south-willow-street/l631,ALDI 1111 South Willow Street,open,1111 South Willow Street,Manchester,,New Hampshire,NH,03103,US,42.9604,-71.4389,America/New_York,,,,33,33011,33011002500,330110025002024,31700,148,ceo,census
l635,,https://www.aldi.us/stores/l/nh/nashua/270-amherst-street/l635,ALDI 270 Amherst Street,open,270 Amherst Street,Nashua,,New Hampshire,NH,03063,US,42.7775,-71.4949,America/New_York,,,,33,33011,33011010202,330110102021017,31700,148,ceo,census
l637,,https://www.aldi.us/stores/l/nh/plaistow/9-plaistow-road/l637,ALDI 9 Plaistow Road,open,9 Plaistow Road,Plaistow,,New Hampshire,NH,03865,US,42.8173,-71.1024,America/New_York,,,,33,33015,33015101101,330151011011012,14460,148,ceo,census
l638,,https://www.aldi.us/stores/l/nh/salem/541-south-broadway/l638,ALDI 541 South Broadway,open,541 South Broadway,Salem,,New Hampshire,NH,03079,US,42.7461,-71.2009,America/New_York,,,,33,33015,33015100401,330151004012016,14460,148,ceo,census
l949,,https://www.aldi.us/stores/l/nc/asheville/480-swannanoa-river-road/l949,ALDI 480 Swannanoa River Road,open,480 Swannanoa River Road,Asheville,,North Carolina,NC,28805,US,35.5779,-82.5112,America/New_York,,,,37,37021,37021001900,370210019002011,11700,120,ceo,census
l617,,https://www.aldi.us/stores/l/ct/hamden/2300-dixwell-avenue/l617,ALDI 2300 Dixwell Avenue,open,2300 Dixwell Avenue,Hamden,,Connecticut,CT,06514,US,41.373,-72.9193,America/New_York,,,,09,09009,09009165801,090091658012003,,,ceo,census
l596,,https://www.aldi.us/stores/l/ct/southington/811-queen-street/l596,ALDI 811 Queen Street,open,811 Queen Street,Southington,,Connecticut,CT,06489,US,41.6386,-72.8724,America/New_York,,,,09,09003,09003430201,090034302011007,,,ceo,census
l594,,https://www.aldi.us/stores/l/ct/waterford/122-boston-post-rd-no-124/l594,ALDI 122 Boston Post Rd No. 124,open,122 Boston Post Rd No. 124,Waterford,,Connecticut,CT,06385,US,41.3421,-72.1257,America/New_York,,,,09,09011,09011693400,090116934004017,,,ceo,census
l595,,https://www.aldi.us/stores/l/ct/groton/688-long-hill-road/l595,ALDI 688 Long Hill Road,open,688 Long Hill Road,Groton,,Connecticut,CT,06340,US,41.3498,-72.0556,America/New_York,,,,09,09011,09011702700,090117027003003,,,ceo,census
l641,,https://www.aldi.us/stores/l/ny/central-valley/45-centre-drive/l641,ALDI 45 Centre Drive,open,45 Centre Drive,Central Valley,,New York,NY,10917,US,41.3124,-74.1333,America/New_York,,,,36,36071,36071013900,360710139003082,28880,408,ceo,census
l646,,https://www.aldi.us/stores/l/ma/natick/321-speen-street/l646,ALDI 321 Speen Street,open,321 Speen Street,Natick,,Massachusetts,MA,01760,US,42.3041,-71.3796,America/New_York,,,,25,25017,25017382500,250173825004001,14460,148,ceo,census
l648,,https://www.aldi.us/stores/l/ma/east-walpole/70-boston-providence-tpke/l648,ALDI 70 Boston Providence Tpke,open,70 Boston Providence Tpke,East Walpole,,Massachusetts,MA,02032,US,42.1555,-71.2017,America/New_York,,,,25,25021,25021411200,250214112001022,14460,148,ceo,fcc
l639,,https://www.aldi.us/stores/l/nh/dover/828-central-avenue/l639,ALDI 828 Central Avenue,open,828 Central Avenue,Dover,,New Hampshire,NH,03820,US,43.2162,-70.8802,America/New_York,,,,33,33017,33017081500,330170815001008,14460,148,ceo,census
fn70,,https://www.aldi.us/stores/l/ct/monroe/201-monroe-turnpike/fn70,ALDI 201 Monroe Turnpike,open,201 Monroe Turnpike,Monroe,,Connecticut,CT,06468,US,41.2989,-73.2268,America/New_York,,,,09,09001,09001100100,090011001003029,,,ceo,census
fe30,,https://www.aldi.us/stores/l/ny/carle-place/221-glen-cove-rd/fe30,ALDI 221 Glen Cove Rd,open,221 Glen Cove Rd,Carle Place,,New York,NY,11514,US,40.7482,-73.6174,America/New_York,,,,36,36059,36059303800,360593038004014,35620,408,ceo,census
l640,,https://www.aldi.us/stores/l/ny/valley-stream/750-sunrise-highway/l640,ALDI 750 Sunrise Highway,open,750 Sunrise Highway,Valley Stream,,New York,NY,11581,US,40.6636,-73.7264,America/New_York,,,,36,36059,36059410400,360594104002007,35620,408,ceo,census
ff25,,https://www.aldi.us/stores/l/ma/falmouth/39-davis-straits/ff25,ALDI 39 Davis Straits,open,39 Davis Straits,Falmouth,,Massachusetts,MA,02540,US,41.5572,-70.5985,America/New_York,,,,25,25001,25001014800,250010148002010,12700,148,ceo,census
l654,,https://www.aldi.us/stores/l/ct/meriden/495-chamberlain-highway/l654,ALDI 495 Chamberlain Highway,open,495 Chamberlain Highway,Meriden,,Connecticut,CT,06451,US,41.552,-72.8114,America/New_York,,,,09,09009,09009171600,090091716001004,,,ceo,census
l626,,https://www.aldi.us/stores/l/ma/westfield/235-e-main-st/l626,ALDI 235 E Main St,open,235 E Main St,Westfield,,Massachusetts,MA,01085,US,42.1142,-72.7308,America/New_York,,,,25,25013,25013812600,250138126003001,44140,521,ceo,census
l560,,https://www.aldi.us/stores/l/ny/hudson/157-fairview-ave/l560,ALDI 157 Fairview Ave,open,157 Fairview Ave,Hudson,,New York,NY,12534,US,42.2547,-73.7675,America/New_York,,,,36,36021,36021001100,360210011003029,26460,104,ceo,census
fn66,,https://www.aldi.us/stores/l/ny/east-northport/4000-jericho-turnpike/fn66,ALDI 4000 Jericho Turnpike,open,4000 Jericho Turnpike,East Northport,,New York,NY,11731,US,40.8388,-73.316,America/New_York,,,,36,36103,36103111801,361031118014000,35620,408,ceo,census
l625,,https://www.aldi.us/stores/l/ma/danvers/100-independence-way/l625,ALDI 100 Independence Way,open,100 Independence Way,Danvers,,Massachusetts,MA,01923,US,42.5528,-70.9394,America/New_York,,,,25,25009,25009211201,250092112012022,14460,148,ceo,census
l652,,https://www.aldi.us/stores/l/ny/jamaica/92-29-168th-street/l652,ALDI 92-29 168th Street,open,92-29 168th Street,Jamaica,,New York,NY,11433,US,40.7056,-73.7917,America/New_York,,,,36,36081,36081044400,360810444001002,35620,408,ceo,census
l632,,https://www.aldi.us/stores/l/nh/newington/2024-woodbury-avenue/l632,ALDI 2024 Woodbury Avenue,open,2024 Woodbury Avenue,Newington,,New Hampshire,NH,03801,US,43.0954,-70.7967,America/New_York,,,,33,33015,33015107500,330151075001026,14460,148,ceo,census
ff21,,https://www.aldi.us/stores/l/ny/central-islip/215-carleton-avenue/ff21,ALDI 215 Carleton Avenue,open,215 Carleton Avenue,Central Islip,,New York,NY,11722,US,40.7705,-73.1992,America/New_York,,,,36,36103,36103146300,361031463002015,35620,408,ceo,census
l643,,https://www.aldi.us/stores/l/ny/north-babylon/1261-deer-park-ave/l643,ALDI 1261 Deer Park Ave,open,1261 Deer Park Ave,North Babylon,,New York,NY,11703,US,40.7391,-73.3186,America/New_York,,,,36,36103,36103122802,361031228022007,35620,408,ceo,census
l649,,https://www.aldi.us/stores/l/ct/branford/1151-west-main-st-unit-1/l649,ALDI 1151 West Main St Unit 1,open,1151 West Main St Unit 1,Branford,,Connecticut,CT,06405,US,41.2759,-72.8268,America/New_York,,,,09,09009,09009184101,090091841011001,,,ceo,census
l627,,https://www.aldi.us/stores/l/ma/fall-river/485-william-s-canning-blvd/l627,ALDI 485 William S Canning Blvd,open,485 William S Canning Blvd,Fall River,,Massachusetts,MA,02721,US,41.6717,-71.1618,America/New_York,,,,25,25005,25005640100,250056401004013,39300,148,ceo,census
l628,,https://www.aldi.us/stores/l/ma/wareham/2419-cranberry-hwy-pmb-e/l628,ALDI 2419 Cranberry Hwy PMB E,open,2419 Cranberry Hwy PMB E,Wareham,,Massachusetts,MA,02571,US,41.7814,-70.7443,America/New_York,,,,25,25023,25023545100,250235451002011,14460,148,ceo,census
fn61,,https://www.aldi.us/stores/l/ct/plainville/282-new-britain-avenue/fn61,ALDI 282 New Britain Avenue,open,282 New Britain Avenue,Plainville,,Connecticut,CT,06062,US,41.6731,-72.839,America/New_York,,,,09,09003,09003420602,090034206023012,,,ceo,census
l644,,https://www.aldi.us/stores/l/ct/south-windsor/200-gateway-drive/l644,ALDI 200 Gateway Drive,open,200 Gateway Drive,South Windsor,,Connecticut,CT,06074,US,41.8139,-72.5528,America/New_York,,,,09,09003,09003487500,090034875002009,,,ceo,fcc
l622,,https://www.aldi.us/stores/l/ma/brockton/544-westgate-drive/l622,ALDI 544 Westgate Drive,open,544 Westgate Drive,Brockton,,Massachusetts,MA,02301,US,42.0924,-71.0512,America/New_York,,,,25,25023,25023510505,250235105051006,14460,148,ceo,census
l642,,https://www.aldi.us/stores/l/ct/canton/101-albany-tpke-107/l642,ALDI 101 Albany Tpke # 107,open,101 Albany Tpke # 107,Canton,,Connecticut,CT,06019,US,41.8244,-72.8848,America/New_York,,,,09,09003,09003464101,090034641012017,,,ceo,census
l653,,https://www.aldi.us/stores/l/ny/bohemia/5147-sunrise-highway/l653,ALDI 5147 Sunrise Highway,open,5147 Sunrise Highway,Bohemia,,New York,NY,11716,US,40.7641,-73.0947,America/New_York,,,,36,36103,36103146607,361031466072014,35620,408,ceo,census
l630,,https://www.aldi.us/stores/l/nh/concord/289-loudon-road/l630,ALDI 289 Loudon Road,open,289 Loudon Road,Concord,,New Hampshire,NH,03301,US,43.2261,-71.4871,America/New_York,,,,33,33013,33013032900,330130329001002,18180,148,ceo,census
l569,,https://www.aldi.us/stores/l/ri/johnston/1386-atwood-avenue/l569,ALDI 1386 Atwood Avenue,open,1386 Atwood Avenue,Johnston,,Rhode Island,RI,02919,US,41.8155,-71.4974,America/New_York,,,,44,44007,44007012200,440070122001004,39300,148,ceo,census
fn63,,https://www.aldi.us/stores/l/ny/staten-island/430-new-dorp-lane/fn63,ALDI 430 New Dorp Lane,open,430 New Dorp Lane,Staten Island,,New York,NY,10306,US,40.569,-74.109,America/New_York,,,,36,36085,36085012804,360850128041000,35620,408,ceo,census
ff26,,https://www.aldi.us/stores/l/ma/gardner/360-timpany-boulevard/ff26,ALDI 360 Timpany Boulevard,open,360 Timpany Boulevard,Gardner,,Massachusetts,MA,01440,US,42.5581,-71.9898,America/New_York,,,,25,25027,25027707100,250277071001004,49340,148,ceo,census
fe38,,https://www.aldi.us/stores/l/ma/northampton/303-king-street/fe38,ALDI 303 King Street,open,303 King Street,Northampton,,Massachusetts,MA,01060,US,42.3339,-72.6353,America/New_York,,,,25,25015,25015821601,250158216012014,11200,521,ceo,census
l555,,https://www.aldi.us/stores/l/ny/nanuet/195-east-route-59/l555,ALDI 195 East Route 59,open,195 East Route 59,Nanuet,,New York,NY,10954,US,41.0944,-74.0038,America/New_York,,,,36,36087,36087011303,360870113032024,35620,408,ceo,census
l651,,https://www.aldi.us/stores/l/ct/fairfield/290-tunxis-hill-road/l651,ALDI 290 Tunxis Hill Road,open,290 Tunxis Hill Road,Fairfield,,Connecticut,CT,06825,US,41.1775,-73.2284,America/New_York,,,,09,09001,09001061300,090010613001005,,,ceo,census
fo31,,https://www.aldi.us/stores/l/nv/las-vegas/7150-s-rainbow-blvd/fo31,ALDI 7150 S Rainbow Blvd,open,7150 S Rainbow Blvd,Las Vegas,,Nevada,NV,89118,US,36.0586,-115.2416,America/Los_Angeles,,,,32,32003,32003002979,320030029791030,29820,332,ceo,census
ff20,,https://www.aldi.us/stores/l/ny/hempstead/280-peninsula-boulevard/ff20,ALDI 280 Peninsula Boulevard,open,280 Peninsula Boulevard,Hempstead,,New York,NY,11550,US,40.7056,-73.6241,America/New_York,,,,36,36059,36059406801,360594068011016,35620,408,ceo,census
l647,,https://www.aldi.us/stores/l/ny/brooklyn/1628-flatbush-avenue/l647,ALDI 1628 Flatbush Avenue,open,1628 Flatbush Avenue,Brooklyn,,New York,NY,11210,US,40.6309,-73.9465,America/New_York,,,,36,36047,36047077400,360470774002000,35620,408,ceo,census
l650,,https://www.aldi.us/stores/l/ma/dartmouth/200-n-dartmouth-mall/l650,ALDI 200 N Dartmouth Mall,open,200 N Dartmouth Mall,Dartmouth,,Massachusetts,MA,02747,US,41.6413,-70.9894,America/New_York,,,,25,25005,25005653101,250056531013019,39300,148,ceo,census
ff22,,https://www.aldi.us/stores/l/ny/rocky-point/75-route-25a/ff22,ALDI 75 Route 25A,open,75 Route 25A,Rocky Point,,New York,NY,11778,US,40.9456,-72.9589,America/New_York,,,,36,36103,36103158318,361031583182011,35620,408,ceo,census
ff23,,https://www.aldi.us/stores/l/ny/staten-island/3285-richmond-avenue/ff23,ALDI 3285 Richmond Avenue,open,3285 Richmond Avenue,Staten Island,,New York,NY,10312,US,40.5578,-74.1689,America/New_York,,,,36,36085,36085014607,360850146071012,35620,408,ceo,fcc
l645,,https://www.aldi.us/stores/l/ny/shirley/855-montauk-highway/l645,ALDI 855 Montauk Highway,open,855 Montauk Highway,Shirley,,New York,NY,11967,US,40.8027,-72.8671,America/New_York,,,,36,36103,36103159517,361031595172006,35620,408,ceo,fcc
ff28,,https://www.aldi.us/stores/l/ny/bronx/4720-third-avenue/ff28,ALDI 4720 Third Avenue,open,4720 Third Avenue,Bronx,,New York,NY,10458,US,40.8598,-73.891,America/New_York,,,,36,36005,36005038700,360050387001001,35620,408,ceo,census
fk87,,https://www.aldi.us/stores/l/ms/ridgeland/750-highland-colony-pkwy/fk87,ALDI 750 Highland Colony Pkwy,open,750 Highland Colony Pkwy,Ridgeland,,Mississippi,MS,39157,US,32.4241,-90.1484,America/Chicago,,,,28,28089,28089030206,280890302062006,27140,298,ceo,census
fg07,,https://www.aldi.us/stores/l/in/crawfordsville/1620-s-us-highway-231/fg07,ALDI 1620 S US Highway 231,open,1620 S US Highway 231,Crawfordsville,,Indiana,IN,47933,US,40.0164,-86.9036,America/Indiana/Indianapolis,,,,18,18107,18107957400,181079574003015,18820,294,ceo,census
fp14,,https://www.aldi.us/stores/l/la/zachary/5005-church-street/fp14,ALDI 5005 Church Street,open,5005 Church Street,Zachary,,Louisiana,LA,70791,US,30.6504,-91.1509,America/Chicago,,,,22,22033,22033004602,220330046022051,12940,132,ceo,census
ff24,,https://www.aldi.us/stores/l/ny/bronx/845-white-plains-rd/ff24,ALDI 845 White Plains Rd,open,845 White Plains Rd,Bronx,,New York,NY,10473,US,40.8226,-73.8587,America/New_York,,,,36,36005,36005004200,360050042005003,35620,408,ceo,census
f002,,https://www.aldi.us/stores/l/il/chicago/4627-w-diversey/f002,ALDI 4627  W. DIVERSEY,open,4627 W. DIVERSEY,Chicago,,Illinois,IL,60639,US,41.9309,-87.7427,America/Chicago,,,,17,17031,17031190900,170311909001000,16980,176,ceo,census
f003,,https://www.aldi.us/stores/l/il/chicago/4500-n-broadway/f003,ALDI 4500 N. BROADWAY,open,4500 N. BROADWAY,Chicago,,Illinois,IL,60640,US,41.9638,-87.657,America/Chicago,,,,17,17031,17031830700,170318307004002,16980,176,ceo,census
f005,,https://www.aldi.us/stores/l/il/schiller-park/9310-irving-park-road/f005,ALDI 9310 IRVING PARK ROAD,open,9310 IRVING PARK ROAD,Schiller Park,,Illinois,IL,60176,US,41.9541,-87.8599,America/Chicago,,,,17,17031,17031770800,170317708001027,16980,176,ceo,census
f004,,https://www.aldi.us/stores/l/il/chicago/800-n-kedzie/f004,ALDI 800 N. KEDZIE,open,800 N. KEDZIE,Chicago,,Illinois,IL,60651,US,41.8966,-87.7079,America/Chicago,,,,17,17031,17031836600,170318366001020,16980,176,ceo,census
f009,,https://www.aldi.us/stores/l/il/glen-ellyn/700-roosevelt-rd/f009,ALDI 700 Roosevelt Rd.,open,700 Roosevelt Rd.,Glen Ellyn,,Illinois,IL,60137,US,41.8605,-88.0575,America/Chicago,,,,17,17043,17043842100,170438421003015,16980,176,ceo,census
f010,,https://www.aldi.us/stores/l/il/crystal-lake/5831-northwest-hwy/f010,ALDI 5831 Northwest Hwy,open,5831 Northwest Hwy,Crystal Lake,,Illinois,IL,60014,US,42.2256,-88.3131,America/Chicago,,,,17,17111,17111871313,171118713131042,16980,176,ceo,census
f014,,https://www.aldi.us/stores/l/il/west-chicago/978-nneltnor-blvd/f014,ALDI 978 N.NELTNOR BLVD.,open,978 N.NELTNOR BLVD.,West Chicago,,Illinois,IL,60185,US,41.9013,-88.2017,America/Chicago,,,,17,17043,17043841503,170438415032016,16980,176,ceo,census
f015,,https://www.aldi.us/stores/l/il/bellwood/400-mannheim-rd/f015,ALDI 400 Mannheim Rd,open,400 Mannheim Rd,Bellwood,,Illinois,IL,60104,US,41.8841,-87.8837,America/Chicago,,,,17,17031,17031816900,170318169003000,16980,176,ceo,census
f012,,https://www.aldi.us/stores/l/il/cary/3340-three-oaks-rd/f012,ALDI 3340 THREE OAKS RD.,open,3340 THREE OAKS RD.,Cary,,Illinois,IL,60013,US,42.2198,-88.2643,America/Chicago,,,,17,17111,17111871313,171118713131000,16980,176,ceo,census
